,train,val,test
0,E636-13 - 2018-03-28 10.25.20,N171-76-B - 2018-04-26 14.49.54,E854-14A - 2018-03-28 13.22.16
1,N2018-13-1A - 2018-03-28 12.36.36,E909-87 - 2018-05-01 16.30.36,E854-14B - 2018-03-28 13.35.06
2,N47-80-B - 2018-04-26 20.12.50,E392-08 - 2018-03-09 00.06.20,E854-14C - 2018-03-28 13.48.13
3,946-90 - 2018-04-11 09.47.49,E784-10 - 2018-03-08 20.38.37,384-81 - 2018-04-26 21.53.39
4,857-95-I - 2018-04-16 12.10.27,N1662-15-1-A-13 - 2018-04-05 17.59.29,N16-1903_a
5,857-95-I - 2018-04-16 12.14.13,N2014000134N2-A-16 - 2021-07-06 12.54.44,N16-1903_b
6,E160-85 - 2018-05-01 13.48.07,607-98 - 2018-04-18 09.37.44,N16-1903_c
7,E451-13 - 2018-03-27 15.21.36,709-97 - 2018-04-23 14.07.45,E1054-68 - 2018-04-26 12.02.39
8,E451-13 - 2018-03-27 15.27.55,E620-06 - 2018-03-08 22.29.32,2021-07-06 12.02.27
9,E125-95 - 2018-04-16 13.35.36,E694-07 - 2018-03-08 23.39.02,N210-78-A - 2018-04-26 18.34.59
10,E713-01-B - 2018-04-13 14.51.28,EK270-09 - 2018-03-09 00.37.05,737-98-I - 2018-04-18 09.52.29
11,E314-09 - 2018-03-09 00.40.12,,N95-71 - 2018-04-26 17.11.19
12,E37-02-B - 2018-04-13 15.33.35,,N11-81 - 2018-04-26 20.58.12
13,N1074-17-1-A-14 - 2018-04-05 22.36.35,,
14,N1074-17-1-B-3 - 2018-04-05 22.53.07,,
15,N1074-17-1-C-3 - 2018-04-05 23.01.52,,
16,N1074-17-1-D-3 - 2018-04-05 23.10.59,,
17,307-91 - 2018-04-10 23.26.34,,
18,1037-98-I - 2018-04-18 10.51.35,,
19,124-00 - 2018-04-18 11.37.05,,
20,E1012-11-1 - 2018-03-27 11.45.31,,
21,E1012-11-II - 2018-03-27 11.41.30,,
22,E1012-11-III - 2018-03-27 11.36.41,,
23,E341-03,,
24,354-95 - 2018-04-16 10.23.47,,
25,354-95 - 2018-04-16 10.37.23,,
26,E306-02 - 2018-04-13 15.05.47,,
27,723-86 - 2018-05-01 15.29.45,,
28,N508-76 - 2018-04-26 15.21.24,,
29,E308-87 - 2018-05-01 16.00.46,,
30,E484-93-1 - 2018-04-12 18.05.18,,
31,E484-93-1 - 2018-04-12 18.18.30,,
32,E524-95 - 2018-04-16 11.35.11,,
33,E524-95 - 2018-04-16 11.42.36,,
34,E665-07 - 2018-03-08 23.32.41,,
35,N235-91 - 2018-04-11 11.04.35,,
36,E205-06 - 2018-03-08 22.15.53,,
37,E179-89 - 2018-05-02 18.36.24,,
38,E187-89 - 2018-05-02 18.45.39,,
39,E878-91 - 2018-04-11 00.15.19,,
40,N483-79 - 2018-04-26 20.04.03,,
41,N141-78 - 2018-04-26 18.09.25,,
42,E1080-09 - 2018-03-09 01.09.54,,
43,E1080-09B - 2018-03-09 01.23.45,,
44,E936-91-A - 2018-04-11 00.43.04,,
45,E936-91-a - 2018-04-11 00.22.25,,
46,E936-91-b - 2018-04-11 00.31.13,,
47,N1145-91,,
48,306-98-I - 2018-04-18 09.33.51,,
49,306-98-I - 2018-04-23 14.23.51,,
50,E635-93 - 2018-04-12 18.30.38,,
51,E635-93 - 2018-04-12 18.39.38,,
52,E580-12 - 2018-03-27 13.07.08,,
53,E131-13A - 2018-03-27 14.30.15,,
54,E131-13B - 2018-03-27 14.47.06,,
55,E131-13C - 2018-03-27 15.04.13,,
56,E623-13B - 2018-03-28 10.19.55,,
57,N331-15-1-A-13 - 2018-04-05 16.59.16,,
58,N331-15-2-A-31 - 2018-04-06 08.32.52,,
59,E658-90-A - 2018-04-10 20.12.47,,
60,E658-90-B - 2018-04-10 20.30.45,,
61,E658-90-B - 2018-04-10 20.51.02,,
62,N14-81 - 2018-04-26 21.12.47,,
63,450-95-I - 2018-04-16 10.57.33,,
64,450-95-I - 2018-04-16 11.08.51,,
65,450-95-I - 2018-04-16 11.18.54,,
66,N2424-16-1-A-5 - 2018-04-05 18.30.46,,
67,N2424-16-1-B-5 - 2018-04-05 18.42.39,,
68,N2424-16-1-D-5 - 2018-04-05 18.59.59,,
69,N2424-16-1-E-29 - 2018-04-05 19.12.14,,
70,N2424-16-1-E-5 - 2018-04-06 08.59.38,,
71,E824-11C - 2018-03-27 11.18.15,,
72,E824-11D - 2018-03-27 10.59.48,,
73,E841-12 - 2018-03-27 13.23.49,,
74,E262-65 - 2018-04-26 16.26.34,,
75,N211-78 - 2018-04-26 18.46.22,,
76,N91-72 - 2018-04-26 13.31.58,,
77,E04-06 - 2018-03-08 22.01.33,,
78,E187-10 - 2018-03-08 20.06.33,,
79,E515-00 - 2018-04-18 12.06.34,,
80,E202-96 - 2018-04-23 13.18.01,,
81,E202-96 - 2018-04-23 14.04.02,,
82,E525-89 - 2018-05-02 19.20.41,,
83,E525-89 - 2018-05-02 19.38.55,,
84,E303-94-A - 2018-04-12 20.41.43,,
85,E435-86 - 2018-05-01 15.18.08,,
86,N16-77 - 2018-04-26 15.44.56,,
87,277-94 - 2018-04-12 20.21.54,,
88,N2910-17-1-A-1 - 2018-04-06 00.24.22,,
89,E821-09 - 2018-03-09 00.54.05,,
90,846-95-I - 2018-04-16 12.06.25,,
91,E984-06 - 2018-03-08 22.52.06,,
92,N527-92 - 2018-04-11 01.19.27,,
93,N527-92 - 2018-04-11 11.18.21,,
94,25-95-I - 2018-04-16 10.19.32,,
95,E1-2009 - 2018-03-09 00.25.12,,
96,N2204-14-1-A-9 - 2018-04-05 16.31.11,,
97,N2204-14-2-A-1 - 2018-03-28 14.27.25,,
98,N2204-14-2-C-1 - 2018-04-05 16.49.42,,
99,N2204-14-2-C-15 - 2018-04-05 16.42.02,,
100,E613-90 - 2018-04-10 19.45.54,,
101,E613-90 - 2018-04-10 19.58.20,,
102,N687-67 - 2018-04-26 11.37.57,,
103,E998-90 - 2018-04-11 10.35.48,,
104,N1199-91 - 2018-04-11 11.09.29,,
105,E255-84 - 2018-05-01 13.36.44,,
106,N2015002181N1-A-14 - 2021-07-06 13.30.21,,
107,E493-88-A - 2018-05-02 09.57.30,,
108,E795-15-A - 2018-04-05 17.32.23,,
109,E795-15-B - 2018-04-05 17.23.42,,
110,E538-03,,
111,E168-70 - 2018-04-26 12.14.09,,
112,2021-07-06 13.44.14,,
113,N2428-17-1-A-21 - 2018-04-05 23.58.11,,
114,E744-88 - 2018-05-02 10.27.58,,
115,E786-95 - 2018-04-16 11.58.00,,
116,E118-13A - 2018-03-27 14.01.22,,
117,E118-13B - 2018-03-27 14.06.12,,
118,E118-13D - 2018-03-27 14.16.39,,
119,E1254-13I-II - 2018-03-28 12.26.56,,
120,E621-14IA - 2018-03-28 12.51.43,,
121,E621-14IB - 2018-03-28 13.03.12,,
122,E621-14II - 2018-03-28 13.14.24,,
123,N511-76-WNT - 2018-04-26 17.42.49,,
124,647-88 - 2018-05-02 10.13.12,,
125,E599-88 - 2018-05-02 10.02.29,,
126,E863-87 - 2018-05-01 16.18.21,,
127,N166-79 - 2018-04-26 19.29.28,,
128,N2395-15-1-A-15 - 2018-04-05 18.02.47,,
129,509-99-I - 2018-04-18 11.14.08,,
130,N1391-17-1-A-17 - 2018-04-05 23.32.38,,
131,N1391-17-1-B-2 - 2018-04-05 23.40.22,,
132,N1391-17-1-C-2 - 2018-04-05 23.49.29,,
133,N1391-17-2-A-1 - 2018-04-05 23.54.09,,
134,N569-11-4 - 2018-03-27 10.39.57,,
135,798-98 - 2018-04-18 10.29.38,,
136,N349-78 - 2018-04-26 19.14.55,,
137,E61-86 - 2018-05-01 14.55.03,,
138,2021-07-06 12.40.22,,
139,E622-10 - 2018-03-08 20.30.55,,
140,E429-15-A - 2018-04-05 17.03.54,,
141,E429-15-C - 2018-04-05 17.14.42,,
142,N1366-92 - 2018-04-11 11.28.21,,
143,E979-05 - 2018-03-08 21.57.58,,
144,E46-16-A - 2018-04-06 08.53.58,,
145,E46-16-B - 2018-04-05 18.17.29,,
146,E46-16-C - 2018-04-05 18.24.59,,
147,1025-98 - 2018-04-18 10.44.26,,
148,1251-15-C - 2018-04-06 08.44.50,,
149,E1251-15-A - 2018-04-05 17.41.27,,
150,E1251-15-B - 2018-04-05 17.48.01,,
151,N266-73 - 2018-04-26 14.12.19,,
152,N278-76 - 2018-04-26 15.07.36,,
153,N761-68 - 2018-04-26 16.58.09,,
154,E1079-14 - 2018-03-28 17.45.25,,
155,E301-07 - 2018-03-08 23.10.37,,
156,E301-07 - 2018-03-08 23.25.15,,
157,E951-12 - 2018-03-27 13.38.29,,
158,1020-93 - 2018-04-12 20.11.04,,
159,E44-90-A - 2018-04-10 17.13.58,,
160,E44-90-B - 2018-04-10 17.49.10,,
161,549-00-II - 2018-04-18 12.13.56,,
162,E156-98-A - 2018-04-23 14.16.27,,
163,E164-91 - 2018-04-10 22.24.54,,
164,E164-91 - 2018-04-11 09.55.11,,
165,E173-91 - 2018-04-11 10.07.24,,
166,N16-3919_b,,
167,N16-3919_c,,
168,N17-914_b,,
169,N17-1312,,
170,N18-4192,,
171,E851-90-A - 2018-04-10 21.04.22,,
172,E851-90-A - 2018-04-10 21.32.31,,
173,E851-90-B - 2018-04-10 21.19.46,,
174,E385-00 - 2018-04-18 12.01.56,,
175,E618-05 - 2018-03-08 21.24.02,,
176,N517-12D - 2018-03-27 12.41.53,,
177,N517-12E - 2018-03-27 12.55.23,,
178,E326-01-I-B - 2018-04-13 15.24.00,,
179,E326-01-II - 2018-04-13 14.21.52,,
180,E326-01-III - 2018-04-13 14.28.00,,
181,E408-92 - 2018-04-11 01.01.39,,
182,E231-12-B - 2018-03-27 11.57.44,,
183,E231-12-C - 2018-03-27 16.51.14,,
184,E231-12B - 2018-03-27 12.13.55,,
185,E434-02-I - 2018-04-13 16.08.34,,
186,E434-02-II - 2018-04-13 16.23.44,,
187,E465-02 - 2018-04-16 09.55.18,,
188,E465-02-A - 2018-04-16 09.43.13,,
189,E253-89 - 2018-05-02 18.57.52,,
190,E586-85 - 2018-05-01 14.31.34,,
191,E586-85 - 2018-05-01 14.40.47,,
192,118-98-II - 2018-04-23 14.10.20,,
193,338-97-I - 2018-04-23 13.35.08,,
194,935-95 - 2018-04-16 12.28.05,,
195,E845-10 - 2018-03-08 20.49.33,,
196,N539-13 - 2018-03-28 10.01.02,,
197,E465-90-A - 2018-04-10 18.03.23,,
198,E465-90-B - 2018-04-10 18.18.59,,
199,N980-93 - 2018-04-12 19.25.47,,
200,N1580-14-1-A-15 - 2018-03-28 18.14.22,,
201,N1580-14-1-B-6 - 2018-03-28 18.27.05,,
202,N1580-14-1-C-5 - 2018-03-28 14.04.34,,
203,N1580-14-1-D-5 - 2018-03-28 17.58.49,,
204,E1179-13II - 2018-03-28 11.33.27,,
205,E1179-13III - 2018-03-28 11.49.02,,
206,E522-94-B - 2018-04-12 21.47.13,,
207,236-91 - 2018-04-11 14.46.24,,
208,E236-91 - 2018-04-10 22.54.09,,
209,E236-91-B - 2018-04-11 10.12.44,,
210,E1177-13 - 2018-03-28 11.04.50,,
211,N19-72 - 2018-04-26 13.05.57,,
212,N222-70 - 2018-04-26 12.40.11,,
213,E871-05-1a - 2018-03-08 21.38.08,,
214,N453-77 - 2018-04-26 16.03.41,,
215,E369-89 - 2018-05-02 19.05.56,,
216,N358-18-1-A-21 - 2018-04-06 02.05.52,,
217,N358-18-1-B-2 - 2018-04-06 09.39.26,,
218,478-96-7-I-C - 2018-04-23 13.57.36,,
219,478-97-I-B - 2018-04-23 13.49.05,,
220,E1036-88 - 2018-05-02 17.27.58,,
221,164-99-IA - 2018-04-18 11.01.35,,
222,E622-67-II - 2018-04-26 16.39.02,,
223,Ek1253-13A - 2018-03-28 12.00.38,,
224,Ek1253-13B - 2018-03-28 12.14.06,,
225,E760-07 - 2018-03-08 23.55.26,,
226,N2-95 - 2018-04-16 13.21.32,,
227,E173-10A - 2018-03-09 01.37.57,,
228,E940-10 - 2018-03-08 21.04.26,,
229,426-88 - 2018-05-02 09.37.06,,
230,E578-90-A - 2018-04-10 19.12.37,,
231,E578-90-B - 2018-04-11 09.32.07,,
232,E1059-13A - 2018-03-28 10.37.11,,
233,E1059-13B - 2018-03-28 10.52.13,,
234,N3353-17-1-A-21 - 2018-04-06 01.34.31,,
235,N3353-17-2-A-6 - 2018-04-06 09.24.05,,
236,N3353-17-2-B-9 - 2018-04-06 01.38.31,,
237,E808-92 - 2018-04-10 22.42.34,,
238,949-86 - 2018-05-01 15.45.54,,
239,N515-75 - 2018-04-26 14.42.34,,
240,N499-91 - 2018-04-10 23.48.27,,
241,N83-73 - 2018-04-26 17.19.42,,
242,N 266-93-II - 2018-04-12 19.42.58,,
243,E329-87 - 2018-05-01 16.10.58,,
244,E955-88-B - 2018-05-02 17.13.54,,
245,N461-75 - 2018-04-26 14.33.35,,
246,E732-04 - 2018-03-08 21.10.39,,
247,E367-94-A - 2018-04-12 20.59.30,,
248,N1948-14-2-B-5 - 2018-03-28 14.15.16,,
249,N2872-17-1-B-2 - 2018-04-06 00.29.15,,
250,N2872-17-1-C-10 - 2018-04-06 01.17.50,,
251,N2872-17-1-D-2 - 2018-04-06 00.44.54,,
252,N2872-17-1-E-2 - 2018-04-06 01.02.09,,
253,N269-77 - 2018-04-26 15.55.13,,
254,659-95-I - 2018-04-16 13.43.09,,
255,E73-96 - 2018-04-16 12.45.52,,
256,E73-96-A - 2018-04-23 13.08.52,,
257,E260-85 - 2018-05-01 14.23.14,,
258,N2652-1-I-6 - 2018-04-05 21.10.30,,
259,N2652-1-L-5 - 2018-04-05 22.18.30,,
260,N2652-16-1-A-1 - 2018-04-05 22.03.27,,
261,N2652-16-1-B-5 - 2018-04-06 09.10.22,,
